time,open,high,low,close,Volume
2024-01-22T00:36:00Z,2454.56,2454.56,2454.56,2454.56,0.0888
2024-01-22T00:37:00Z,2454.58,2454.58,2453.59,2453.83,1.6063
2024-01-22T00:38:00Z,2453.35,2453.35,2451.51,2451.51,2.7165
2024-01-22T00:39:00Z,2451.74,2452.05,2450.4,2451.46,9.9798
2024-01-22T00:40:00Z,2451.53,2452.01,2450.98,2452.01,2.3409
2024-01-22T00:41:00Z,2453.18,2453.18,2451.4,2451.67,7.9732
2024-01-22T00:42:00Z,2451.91,2451.91,2451.15,2451.24,0.7905
2024-01-22T00:43:00Z,2451.39,2451.72,2451.39,2451.72,0.1776
2024-01-22T00:44:00Z,2452.66,2455.05,2452.66,2454.75,11.9107
2024-01-22T00:45:00Z,2455.09,2457.81,2455.09,2457.81,5.3404
2024-01-22T00:46:00Z,2460.06,2462.16,2460.06,2460.28,9.6843
2024-01-22T00:47:00Z,2459.54,2460.08,2459.42,2460.08,0.6911
2024-01-22T00:48:00Z,2460.31,2460.84,2460.31,2460.84,0.1294
2024-01-22T00:49:00Z,2461.93,2462.82,2461.71,2461.71,6.5991
2024-01-22T00:50:00Z,2461.59,2461.59,2458.8,2460.26,11.4253
2024-01-22T00:51:00Z,2460.44,2460.76,2460.44,2460.45,5.1066
2024-01-22T00:52:00Z,2459.72,2460.55,2459.57,2460.55,0.3442
2024-01-22T00:54:00Z,2459.6,2459.6,2459.6,2459.6,0.0888
2024-01-22T00:55:00Z,2459.37,2460.17,2459.37,2459.99,2.5147
2024-01-22T00:56:00Z,2459.17,2459.17,2457.93,2457.96,3.375
2024-01-22T00:57:00Z,2458.72,2459.63,2458.14,2459.54,0.2372
2024-01-22T00:58:00Z,2459.58,2459.58,2458.97,2459.41,0.1852
2024-01-22T00:59:00Z,2459.45,2460.07,2459.45,2460.07,1.0372
2024-01-22T01:00:00Z,2460.43,2460.43,2460.17,2460.38,1.6936
2024-01-22T01:01:00Z,2459.35,2459.59,2459.35,2459.59,0.1958
2024-01-22T01:02:00Z,2460.3,2460.3,2460.3,2460.3,0.3993
2024-01-22T01:03:00Z,2460.91,2462.13,2460.91,2462.13,1.6213
2024-01-22T01:04:00Z,2462.62,2463.65,2462.62,2463.2,0.8588
2024-01-22T01:05:00Z,2461.83,2463.19,2461.83,2463.19,1.7783
2024-01-22T01:06:00Z,2463.25,2464.28,2463.25,2463.64,1.5267
2024-01-22T01:07:00Z,2463.29,2463.37,2463.29,2463.37,0.1701
2024-01-22T01:08:00Z,2462.7,2462.7,2462.23,2462.23,0.1776
2024-01-22T01:09:00Z,2462.44,2462.44,2462.21,2462.21,0.7498
2024-01-22T01:10:00Z,2462.01,2462.01,2460.72,2460.79,5.5727
2024-01-22T01:11:00Z,2459.65,2459.65,2459.63,2459.63,0.7148
2024-01-22T01:12:00Z,2457.91,2458.45,2454.0,2454.01,2.3729
2024-01-22T01:13:00Z,2453.18,2453.18,2449.8,2450.82,12.2917
2024-01-22T01:14:00Z,2452.94,2454.78,2451.15,2454.78,10.7786
2024-01-22T01:15:00Z,2454.69,2454.69,2451.6,2451.6,2.9565
2024-01-22T01:16:00Z,2450.5,2451.99,2445.46,2445.81,42.6368
2024-01-22T01:17:00Z,2445.32,2448.31,2441.33,2448.31,14.5248
2024-01-22T01:18:00Z,2446.78,2447.47,2444.54,2444.54,1.3335
2024-01-22T01:19:00Z,2444.66,2444.66,2441.46,2441.46,17.3507
2024-01-22T01:20:00Z,2442.39,2442.57,2435.28,2437.14,36.4051
2024-01-22T01:21:00Z,2441.29,2441.29,2437.35,2438.63,2.1488
2024-01-22T01:22:00Z,2439.59,2439.59,2437.55,2437.55,0.168
2024-01-22T01:23:00Z,2435.0,2437.68,2434.68,2435.08,3.8345
2024-01-22T01:24:00Z,2436.32,2438.02,2434.87,2437.32,5.6899
2024-01-22T01:25:00Z,2436.25,2437.61,2435.85,2437.61,0.7178
2024-01-22T01:26:00Z,2437.12,2437.12,2434.88,2435.2,0.1857
2024-01-22T01:27:00Z,2435.93,2436.62,2435.1,2435.83,6.3505
2024-01-22T01:28:00Z,2436.13,2437.02,2436.13,2436.17,5.2415
2024-01-22T01:29:00Z,2435.31,2435.75,2435.31,2435.43,0.9742
2024-01-22T01:30:00Z,2435.28,2438.94,2435.28,2438.94,2.2195
2024-01-22T01:31:00Z,2438.55,2438.91,2437.96,2438.91,1.7764
2024-01-22T01:32:00Z,2439.06,2439.06,2438.9,2438.9,0.5542
2024-01-22T01:33:00Z,2437.39,2438.97,2437.25,2438.97,7.195
2024-01-22T01:34:00Z,2434.23,2436.81,2434.12,2436.81,0.2925
2024-01-22T01:35:00Z,2436.61,2436.61,2435.73,2435.73,0.6559
2024-01-22T01:36:00Z,2436.24,2440.86,2436.24,2440.86,12.4501
2024-01-22T01:37:00Z,2441.44,2442.9,2440.68,2442.9,1.3249
2024-01-22T01:38:00Z,2443.06,2445.61,2443.06,2445.44,3.3545
2024-01-22T01:39:00Z,2444.27,2445.4,2444.27,2445.4,2.7756
2024-01-22T01:40:00Z,2444.13,2444.53,2443.43,2443.43,0.7402
2024-01-22T01:41:00Z,2443.43,2443.72,2442.67,2442.67,0.3069
2024-01-22T01:42:00Z,2443.98,2444.02,2443.98,2444.02,0.5075
2024-01-22T01:43:00Z,2442.96,2442.96,2442.83,2442.83,3.4444
2024-01-22T01:44:00Z,2442.42,2442.7,2442.14,2442.14,2.6018
2024-01-22T01:45:00Z,2441.4,2443.48,2441.4,2443.48,2.935
2024-01-22T01:46:00Z,2442.98,2444.31,2442.98,2443.78,2.3942
2024-01-22T01:47:00Z,2445.17,2446.1,2445.17,2446.04,14.1737
2024-01-22T01:48:00Z,2445.56,2445.56,2444.32,2444.32,8.95
2024-01-22T01:49:00Z,2443.83,2443.83,2441.91,2442.24,1.8255
2024-01-22T01:50:00Z,2442.0,2442.14,2441.41,2442.14,0.192
2024-01-22T01:51:00Z,2441.52,2441.52,2440.65,2440.65,0.0938
2024-01-22T01:52:00Z,2441.22,2441.44,2441.22,2441.44,0.213
2024-01-22T01:53:00Z,2440.66,2440.66,2439.63,2439.63,3.0085
2024-01-22T01:54:00Z,2438.59,2438.59,2438.12,2438.12,3.2063
2024-01-22T01:55:00Z,2437.75,2437.75,2436.91,2436.91,0.2132
2024-01-22T01:56:00Z,2437.38,2438.24,2437.07,2438.24,0.3091
2024-01-22T01:57:00Z,2437.25,2438.41,2437.25,2438.28,1.8301
2024-01-22T01:58:00Z,2438.1,2438.1,2437.04,2437.04,5.3556
2024-01-22T01:59:00Z,2437.2,2437.47,2437.2,2437.47,0.1775
2024-01-22T02:00:00Z,2437.39,2437.39,2436.21,2436.21,3.0882
2024-01-22T02:01:00Z,2436.23,2437.64,2436.23,2437.64,0.9872
2024-01-22T02:02:00Z,2437.85,2440.37,2437.85,2440.37,1.2174
2024-01-22T02:03:00Z,2438.64,2438.64,2437.93,2437.93,0.1776
2024-01-22T02:04:00Z,2439.26,2439.27,2437.83,2437.83,1.47
2024-01-22T02:05:00Z,2436.87,2437.04,2435.25,2435.25,0.8333
2024-01-22T02:06:00Z,2435.57,2435.87,2435.57,2435.79,0.2783
2024-01-22T02:07:00Z,2436.0,2437.31,2435.82,2436.94,1.0593
2024-01-22T02:08:00Z,2437.77,2437.77,2437.77,2437.77,0.0888
2024-01-22T02:09:00Z,2437.94,2437.94,2436.16,2436.16,9.3219
2024-01-22T02:10:00Z,2436.39,2437.62,2436.39,2437.62,2.0718
2024-01-22T02:11:00Z,2437.18,2437.42,2437.18,2437.42,0.0949
2024-01-22T02:12:00Z,2437.33,2437.33,2436.43,2436.43,1.9325
2024-01-22T02:13:00Z,2436.4,2436.4,2435.23,2435.23,1.2648
2024-01-22T02:14:00Z,2436.26,2436.26,2436.26,2436.26,0.0888
2024-01-22T02:15:00Z,2436.27,2440.06,2436.27,2440.06,6.5035
2024-01-22T02:16:00Z,2439.7,2440.07,2439.58,2440.07,1.5448
2024-01-22T02:17:00Z,2440.02,2441.37,2440.02,2441.36,0.8888
2024-01-22T02:18:00Z,2441.98,2444.31,2441.9,2444.18,10.0004
2024-01-22T02:19:00Z,2444.61,2444.61,2441.56,2441.57,6.2553
2024-01-22T02:21:00Z,2439.52,2440.95,2439.52,2440.95,3.0436
2024-01-22T02:23:00Z,2441.0,2441.0,2440.91,2440.91,1.5683
2024-01-22T02:24:00Z,2439.73,2439.73,2439.51,2439.51,0.1237
2024-01-22T02:25:00Z,2439.62,2439.62,2438.09,2438.1,1.0886
2024-01-22T02:26:00Z,2437.85,2437.95,2437.76,2437.95,1.1923
2024-01-22T02:27:00Z,2438.95,2439.36,2438.95,2439.13,0.6586
2024-01-22T02:28:00Z,2438.58,2438.58,2438.58,2438.58,0.0888
2024-01-22T02:29:00Z,2439.25,2439.27,2439.25,2439.27,1.0789
2024-01-22T02:30:00Z,2438.82,2439.46,2438.52,2439.46,0.3013
2024-01-22T02:31:00Z,2438.61,2438.61,2436.78,2436.78,25.0888
2024-01-22T02:32:00Z,2436.76,2436.76,2436.76,2436.76,0.0306
2024-01-22T02:33:00Z,2435.78,2435.78,2435.56,2435.56,2.7104
2024-01-22T02:34:00Z,2434.64,2434.64,2431.61,2431.69,6.8951
2024-01-22T02:35:00Z,2432.22,2433.42,2432.22,2432.72,0.1836
2024-01-22T02:36:00Z,2433.27,2435.87,2433.27,2435.87,11.3568
2024-01-22T02:37:00Z,2436.01,2436.57,2436.01,2436.57,0.3396
2024-01-22T02:38:00Z,2437.39,2437.39,2437.39,2437.39,0.0888
2024-01-22T02:39:00Z,2437.43,2438.08,2437.43,2437.79,4.6002
2024-01-22T02:40:00Z,2437.62,2438.92,2437.62,2438.92,10.311
2024-01-22T02:41:00Z,2438.69,2438.69,2438.69,2438.69,0.0522
2024-01-22T02:42:00Z,2438.29,2438.75,2438.29,2438.75,3.0998
2024-01-22T02:43:00Z,2439.23,2439.23,2439.23,2439.23,0.0888
2024-01-22T02:44:00Z,2438.62,2438.67,2438.62,2438.67,0.1844
2024-01-22T02:45:00Z,2438.4,2438.4,2437.31,2437.73,4.1722
2024-01-22T02:46:00Z,2433.83,2433.83,2431.63,2432.21,13.6519
2024-01-22T02:47:00Z,2432.87,2433.48,2432.56,2433.48,0.5769
2024-01-22T02:48:00Z,2433.1,2433.1,2431.62,2431.78,2.1025
2024-01-22T02:49:00Z,2431.48,2431.48,2430.91,2430.91,1.2216
2024-01-22T02:50:00Z,2431.38,2433.2,2430.77,2433.2,3.8372
2024-01-22T02:51:00Z,2433.65,2433.85,2432.5,2432.5,2.3955
2024-01-22T02:52:00Z,2432.31,2433.3,2432.31,2433.3,0.1776
2024-01-22T02:53:00Z,2432.78,2433.38,2432.78,2433.38,0.2134
2024-01-22T02:54:00Z,2433.43,2434.57,2433.43,2433.48,10.1839
2024-01-22T02:55:00Z,2433.78,2434.18,2433.78,2434.18,0.2121
2024-01-22T02:56:00Z,2434.96,2435.72,2434.96,2435.72,0.2176
2024-01-22T02:57:00Z,2433.46,2433.46,2433.46,2433.46,0.0888
2024-01-22T02:58:00Z,2434.13,2435.29,2434.13,2435.29,12.6147
2024-01-22T02:59:00Z,2434.72,2435.29,2434.72,2435.29,0.3692
2024-01-22T03:00:00Z,2435.31,2435.31,2434.78,2434.78,0.1776
2024-01-22T03:01:00Z,2435.41,2436.97,2435.16,2436.97,0.8559
2024-01-22T03:02:00Z,2437.94,2437.94,2436.3,2436.3,0.0927
2024-01-22T03:03:00Z,2436.28,2436.99,2436.28,2436.99,0.4965
2024-01-22T03:04:00Z,2437.09,2437.09,2435.74,2435.75,12.7848
2024-01-22T03:05:00Z,2435.15,2435.15,2434.15,2434.15,0.6208
2024-01-22T03:06:00Z,2434.16,2434.16,2434.16,2434.16,0.0888
2024-01-22T03:07:00Z,2433.98,2434.04,2433.98,2434.04,0.6189
2024-01-22T03:08:00Z,2433.63,2433.63,2433.63,2433.63,0.0888
2024-01-22T03:09:00Z,2435.11,2435.11,2434.64,2434.64,0.1776
2024-01-22T03:10:00Z,2434.05,2434.05,2434.05,2434.05,0.0441
2024-01-22T03:11:00Z,2434.19,2434.31,2434.19,2434.31,0.0914
2024-01-22T03:12:00Z,2433.73,2433.73,2433.73,2433.73,0.199
2024-01-22T03:13:00Z,2433.24,2433.24,2429.39,2430.23,12.847
2024-01-22T03:14:00Z,2430.5,2431.43,2428.89,2431.43,0.9139
2024-01-22T03:15:00Z,2430.23,2430.82,2429.44,2429.44,10.2664
2024-01-22T03:16:00Z,2429.98,2429.98,2428.23,2428.23,0.0778
2024-01-22T03:17:00Z,2428.23,2428.23,2428.12,2428.12,0.01
2024-01-22T03:18:00Z,2428.12,2428.12,2424.61,2426.64,23.836
2024-01-22T03:19:00Z,2425.5,2427.06,2425.5,2427.06,0.582
2024-01-22T03:20:00Z,2426.23,2426.23,2423.74,2423.74,0.5937
2024-01-22T03:21:00Z,2424.18,2425.1,2423.93,2425.1,0.1504
2024-01-22T03:22:00Z,2423.91,2423.93,2422.99,2423.22,22.6523
2024-01-22T03:23:00Z,2422.25,2427.19,2422.25,2427.19,9.0771
2024-01-22T03:24:00Z,2427.95,2427.95,2425.81,2426.36,0.3837
2024-01-22T03:25:00Z,2429.01,2429.64,2429.01,2429.64,0.1776
2024-01-22T03:26:00Z,2429.18,2430.31,2429.18,2430.31,0.5198
2024-01-22T03:27:00Z,2430.01,2432.82,2430.01,2431.27,22.588
2024-01-22T03:28:00Z,2431.22,2431.36,2430.25,2430.25,6.9901
2024-01-22T03:29:00Z,2430.31,2430.31,2429.75,2430.3,2.139
2024-01-22T03:30:00Z,2430.74,2431.98,2430.74,2431.98,1.9994
2024-01-22T03:31:00Z,2432.44,2432.66,2432.44,2432.66,0.1998
2024-01-22T03:32:00Z,2432.26,2432.28,2431.52,2431.52,4.4716
2024-01-22T03:33:00Z,2430.67,2430.67,2430.6,2430.6,0.8888
2024-01-22T03:34:00Z,2431.19,2431.33,2430.84,2431.33,0.9608
2024-01-22T03:35:00Z,2430.93,2430.93,2429.93,2429.93,1.5605
2024-01-22T03:36:00Z,2429.61,2429.61,2429.22,2429.22,2.6
2024-01-22T03:37:00Z,2429.85,2430.29,2429.8,2429.8,0.5824
2024-01-22T03:38:00Z,2429.28,2430.95,2429.17,2430.95,4.6635
2024-01-22T03:39:00Z,2430.82,2430.91,2430.0,2430.45,3.6273
2024-01-22T03:40:00Z,2430.3,2430.3,2429.49,2429.49,0.9384
2024-01-22T03:41:00Z,2429.04,2429.14,2428.8,2429.14,3.6075
2024-01-22T03:42:00Z,2429.34,2429.97,2428.9,2429.56,7.059
2024-01-22T03:44:00Z,2430.07,2430.07,2429.76,2429.76,1.4101
2024-01-22T03:45:00Z,2429.88,2431.39,2429.88,2431.39,12.82
2024-01-22T03:46:00Z,2431.51,2431.51,2429.84,2429.94,2.343
2024-01-22T03:47:00Z,2429.79,2430.21,2429.26,2429.33,10.0802
2024-01-22T03:48:00Z,2429.25,2432.94,2428.74,2432.77,13.5096
2024-01-22T03:49:00Z,2432.51,2434.05,2432.15,2433.74,7.7102
2024-01-22T03:50:00Z,2434.09,2436.03,2433.52,2435.54,13.0835
2024-01-22T03:51:00Z,2435.31,2435.93,2434.98,2435.93,7.4405
2024-01-22T03:52:00Z,2435.94,2436.42,2435.94,2436.2,4.2327
2024-01-22T03:53:00Z,2436.16,2436.16,2435.41,2435.41,1.3309
2024-01-22T03:54:00Z,2434.79,2434.79,2434.14,2434.14,1.1564
2024-01-22T03:55:00Z,2433.88,2434.69,2433.88,2434.69,0.1212
2024-01-22T03:56:00Z,2435.3,2435.3,2434.9,2434.9,0.239
2024-01-22T03:57:00Z,2434.76,2435.07,2434.62,2435.06,5.7645
2024-01-22T03:58:00Z,2435.03,2435.03,2433.95,2433.95,4.3002
2024-01-22T03:59:00Z,2434.33,2434.83,2434.26,2434.83,2.9259
2024-01-22T04:00:00Z,2435.54,2435.64,2434.76,2434.76,3.2878
2024-01-22T04:01:00Z,2434.76,2436.73,2434.76,2436.23,2.9582
2024-01-22T04:02:00Z,2435.81,2435.81,2433.59,2433.59,1.2117
2024-01-22T04:03:00Z,2433.35,2434.82,2433.35,2434.53,8.7801
2024-01-22T04:04:00Z,2434.07,2434.07,2431.57,2431.75,5.7218
2024-01-22T04:05:00Z,2430.52,2430.52,2429.32,2429.32,6.416
2024-01-22T04:06:00Z,2428.5,2431.17,2428.27,2430.77,2.8103
2024-01-22T04:07:00Z,2430.05,2430.05,2429.43,2429.43,8.2375
2024-01-22T04:08:00Z,2429.47,2430.0,2429.46,2430.0,2.6813
2024-01-22T04:09:00Z,2430.51,2430.55,2430.13,2430.17,3.4258
2024-01-22T04:10:00Z,2428.71,2429.91,2428.71,2429.25,4.7743
2024-01-22T04:11:00Z,2429.78,2429.78,2427.27,2427.34,41.2842
2024-01-22T04:12:00Z,2427.01,2427.01,2424.26,2426.08,43.6135
2024-01-22T04:13:00Z,2426.41,2426.56,2423.36,2426.46,72.2474
2024-01-22T04:14:00Z,2426.78,2426.94,2426.77,2426.83,2.5744
2024-01-22T04:15:00Z,2425.78,2425.78,2425.08,2425.08,0.1776
2024-01-22T04:16:00Z,2424.51,2424.51,2422.81,2422.81,7.678
2024-01-22T04:17:00Z,2422.41,2422.41,2422.17,2422.17,0.2215
2024-01-22T04:18:00Z,2422.02,2422.24,2420.59,2420.86,6.0019
2024-01-22T04:19:00Z,2420.37,2421.38,2420.37,2421.38,1.5454
2024-01-22T04:20:00Z,2421.02,2421.28,2418.84,2419.57,25.6878
2024-01-22T04:21:00Z,2419.82,2422.56,2419.82,2422.56,0.8266
2024-01-22T04:22:00Z,2423.0,2423.0,2419.93,2420.18,16.361
2024-01-22T04:23:00Z,2419.72,2419.93,2418.24,2418.78,8.9867
2024-01-22T04:24:00Z,2418.29,2420.72,2417.56,2420.72,4.2321
2024-01-22T04:25:00Z,2420.56,2420.56,2420.56,2420.56,0.0888
2024-01-22T04:26:00Z,2419.78,2421.85,2419.78,2421.77,0.8927
2024-01-22T04:27:00Z,2421.93,2422.54,2421.93,2422.54,0.6464
2024-01-22T04:28:00Z,2422.57,2423.92,2422.41,2423.6,7.9931
2024-01-22T04:29:00Z,2423.44,2424.18,2420.38,2421.85,9.9041
2024-01-22T04:30:00Z,2421.61,2421.86,2419.67,2419.71,11.2947
2024-01-22T04:31:00Z,2421.15,2421.71,2420.91,2421.71,0.8959
2024-01-22T04:32:00Z,2421.49,2423.14,2421.49,2423.14,0.735
2024-01-22T04:33:00Z,2422.9,2424.3,2422.67,2424.3,7.3649
2024-01-22T04:34:00Z,2423.44,2423.67,2423.44,2423.67,0.6612
2024-01-22T04:35:00Z,2423.72,2423.74,2422.2,2422.2,13.4667
2024-01-22T04:36:00Z,2420.87,2421.1,2420.19,2421.1,6.6077
2024-01-22T04:37:00Z,2420.67,2420.67,2420.67,2420.67,0.0888
2024-01-22T04:38:00Z,2421.31,2421.35,2420.48,2420.48,1.5018
2024-01-22T04:39:00Z,2420.22,2420.22,2418.58,2418.58,2.1584
2024-01-22T04:40:00Z,2418.85,2419.25,2418.61,2418.69,3.2887
2024-01-22T04:41:00Z,2418.7,2420.16,2417.0,2417.0,11.969
2024-01-22T04:42:00Z,2417.13,2417.47,2417.02,2417.02,0.2858
2024-01-22T04:43:00Z,2417.33,2418.08,2417.13,2417.13,7.1827
2024-01-22T04:44:00Z,2417.18,2419.01,2417.18,2418.78,2.1185
2024-01-22T04:45:00Z,2419.43,2419.43,2418.21,2419.0,0.4013
2024-01-22T04:46:00Z,2419.73,2419.73,2417.72,2417.72,5.8937
2024-01-22T04:47:00Z,2417.07,2420.14,2417.07,2420.14,3.853
2024-01-22T04:48:00Z,2420.11,2420.11,2419.84,2419.84,0.0125
2024-01-22T04:49:00Z,2418.59,2418.59,2418.34,2418.34,1.3255
2024-01-22T04:50:00Z,2418.42,2418.42,2416.98,2418.13,12.5692
2024-01-22T04:51:00Z,2416.55,2417.93,2416.55,2417.93,0.4083
2024-01-22T04:52:00Z,2417.48,2417.91,2416.91,2417.65,6.3497
2024-01-22T04:53:00Z,2417.94,2418.74,2417.41,2418.74,5.1595
2024-01-22T04:54:00Z,2418.93,2419.12,2417.27,2418.68,4.5107
2024-01-22T04:55:00Z,2419.52,2420.95,2419.5,2419.5,1.1399
2024-01-22T04:56:00Z,2419.44,2419.44,2419.32,2419.32,0.1188
2024-01-22T04:57:00Z,2418.46,2419.47,2414.35,2414.35,15.9038
2024-01-22T04:58:00Z,2414.54,2415.8,2414.54,2415.8,2.5403
2024-01-22T04:59:00Z,2414.73,2415.68,2414.73,2415.68,3.9954
2024-01-22T05:00:00Z,2413.86,2413.86,2400.47,2405.19,174.0236
2024-01-22T05:01:00Z,2403.53,2407.93,2402.06,2407.93,21.1908
2024-01-22T05:02:00Z,2404.52,2407.31,2403.73,2407.3,3.2171
2024-01-22T05:03:00Z,2407.91,2409.01,2407.8,2408.18,2.3525
2024-01-22T05:04:00Z,2411.93,2414.01,2410.66,2410.66,6.3383
2024-01-22T05:05:00Z,2410.21,2410.21,2407.18,2407.94,4.1037
2024-01-22T05:06:00Z,2408.12,2408.63,2407.74,2408.16,2.7781
2024-01-22T05:07:00Z,2408.75,2412.33,2408.75,2412.33,2.8421
2024-01-22T05:08:00Z,2413.06,2413.06,2410.65,2411.38,1.7224
2024-01-22T05:09:00Z,2412.5,2413.44,2412.5,2413.44,1.3336
2024-01-22T05:10:00Z,2413.37,2414.84,2412.44,2412.91,19.2209
2024-01-22T05:11:00Z,2413.76,2415.06,2413.76,2414.16,5.8161
2024-01-22T05:12:00Z,2413.95,2413.95,2412.42,2413.39,7.2889
2024-01-22T05:13:00Z,2413.39,2413.84,2413.39,2413.84,0.1373
2024-01-22T05:14:00Z,2415.11,2415.11,2415.11,2415.11,0.0888
2024-01-22T05:15:00Z,2415.66,2416.09,2415.09,2415.09,2.0744
2024-01-22T05:16:00Z,2415.81,2415.81,2414.56,2414.67,0.8123
2024-01-22T05:17:00Z,2416.13,2417.72,2416.13,2417.72,3.5007
2024-01-22T05:18:00Z,2417.71,2417.71,2417.22,2417.22,0.9764
2024-01-22T05:19:00Z,2416.75,2418.09,2416.75,2418.09,12.3008
2024-01-22T05:20:00Z,2417.56,2417.85,2415.36,2415.36,4.6144
2024-01-22T05:21:00Z,2415.02,2417.21,2415.02,2417.21,0.8918
2024-01-22T05:22:00Z,2417.06,2417.33,2416.57,2417.33,5.0236
2024-01-22T05:23:00Z,2418.13,2418.18,2417.5,2418.18,10.6723
2024-01-22T05:24:00Z,2418.71,2419.07,2418.71,2419.07,2.3401
2024-01-22T05:25:00Z,2419.03,2419.03,2417.0,2417.0,19.6726
2024-01-22T05:26:00Z,2417.98,2418.99,2417.98,2418.3,5.3814
2024-01-22T05:27:00Z,2417.66,2417.74,2417.66,2417.74,1.9759
2024-01-22T05:28:00Z,2418.76,2419.66,2418.76,2419.43,2.8622
2024-01-22T05:29:00Z,2420.81,2422.27,2420.81,2421.33,5.0542
2024-01-22T05:30:00Z,2420.71,2420.71,2420.43,2420.43,0.2786
2024-01-22T05:31:00Z,2419.48,2423.7,2419.48,2421.01,21.4003
2024-01-22T05:32:00Z,2419.73,2421.35,2419.31,2421.35,0.6822
2024-01-22T05:33:00Z,2421.24,2421.24,2421.24,2421.24,0.0796
2024-01-22T05:34:00Z,2421.21,2421.21,2421.14,2421.14,0.7174
2024-01-22T05:35:00Z,2421.65,2423.88,2421.65,2423.49,3.4301
2024-01-22T05:36:00Z,2423.56,2424.0,2423.12,2423.42,6.0947
2024-01-22T05:37:00Z,2423.63,2423.63,2423.14,2423.14,0.8899
2024-01-22T05:38:00Z,2423.86,2424.76,2423.85,2424.03,10.0009
2024-01-22T05:39:00Z,2425.39,2425.39,2425.39,2425.39,0.0028
2024-01-22T05:40:00Z,2425.02,2425.02,2425.02,2425.02,0.0888
2024-01-22T05:41:00Z,2425.09,2425.09,2423.68,2423.98,3.8548
2024-01-22T05:42:00Z,2423.85,2426.93,2423.85,2426.93,10.7432
2024-01-22T05:43:00Z,2426.95,2426.95,2424.99,2424.99,8.8887
2024-01-22T05:44:00Z,2425.22,2426.4,2425.22,2426.4,1.9082
2024-01-22T05:45:00Z,2426.96,2428.91,2426.96,2427.71,7.2541
2024-01-22T05:46:00Z,2426.77,2427.97,2426.77,2427.2,11.9458
2024-01-22T05:47:00Z,2427.09,2427.09,2427.09,2427.09,0.0888
2024-01-22T05:48:00Z,2426.95,2426.95,2426.56,2426.56,0.891
2024-01-22T05:50:00Z,2424.56,2425.01,2424.23,2424.23,0.7117
2024-01-22T05:51:00Z,2423.7,2423.7,2423.44,2423.44,1.3558
2024-01-22T05:52:00Z,2423.61,2423.83,2423.19,2423.83,2.4556
2024-01-22T05:53:00Z,2424.62,2424.62,2423.73,2423.73,2.024
2024-01-22T05:54:00Z,2423.59,2424.02,2423.59,2424.02,2.7156
2024-01-22T05:55:00Z,2423.51,2423.64,2423.18,2423.18,1.1718
2024-01-22T05:56:00Z,2423.44,2423.57,2423.44,2423.57,0.0955
2024-01-22T05:57:00Z,2423.87,2424.07,2423.36,2423.36,2.5663
