time,average
2024-01-22T00:57:00Z,2458.885
2024-01-22T00:58:00Z,2459.2749999999996
2024-01-22T00:59:00Z,2459.76
2024-01-22T01:00:00Z,2460.3
2024-01-22T01:01:00Z,2459.4700000000003
2024-01-22T01:02:00Z,2460.3
2024-01-22T01:03:00Z,2461.52
2024-01-22T01:04:00Z,2463.135
2024-01-22T01:05:00Z,2462.51
2024-01-22T01:06:00Z,2463.7650000000003
2024-01-22T01:07:00Z,2463.33
2024-01-22T01:08:00Z,2462.465
2024-01-22T01:09:00Z,2462.325
2024-01-22T01:10:00Z,2461.365
2024-01-22T01:11:00Z,2459.6400000000003
2024-01-22T01:12:00Z,2456.225
2024-01-22T01:13:00Z,2451.49
2024-01-22T01:14:00Z,2452.965
2024-01-22T01:15:00Z,2453.145
2024-01-22T01:16:00Z,2448.725
2024-01-22T01:17:00Z,2444.8199999999997
2024-01-22T01:18:00Z,2446.005
2024-01-22T01:19:00Z,2443.06
2024-01-22T01:20:00Z,2438.925
2024-01-22T01:21:00Z,2439.3199999999997
2024-01-22T01:22:00Z,2438.57
2024-01-22T01:23:00Z,2436.18
2024-01-22T01:24:00Z,2436.4449999999997
2024-01-22T01:25:00Z,2436.73
2024-01-22T01:26:00Z,2436.0
2024-01-22T01:27:00Z,2435.8599999999997
2024-01-22T01:28:00Z,2436.575
2024-01-22T01:29:00Z,2435.5299999999997
2024-01-22T01:30:00Z,2437.11
2024-01-22T01:31:00Z,2438.435
2024-01-22T01:32:00Z,2438.98
2024-01-22T01:33:00Z,2438.1099999999997
2024-01-22T01:34:00Z,2435.465
2024-01-22T01:35:00Z,2436.17
2024-01-22T01:36:00Z,2438.55
2024-01-22T01:37:00Z,2441.79
2024-01-22T01:38:00Z,2444.335
2024-01-22T01:39:00Z,2444.835
2024-01-22T01:40:00Z,2443.98
2024-01-22T01:41:00Z,2443.1949999999997
2024-01-22T01:42:00Z,2444.0
2024-01-22T01:43:00Z,2442.895
2024-01-22T01:44:00Z,2442.42
2024-01-22T01:45:00Z,2442.44
2024-01-22T01:46:00Z,2443.645
2024-01-22T01:47:00Z,2445.635
2024-01-22T01:48:00Z,2444.94
2024-01-22T01:49:00Z,2442.87
2024-01-22T01:50:00Z,2441.7749999999996
2024-01-22T01:51:00Z,2441.085
2024-01-22T01:52:00Z,2441.33
2024-01-22T01:53:00Z,2440.145
2024-01-22T01:54:00Z,2438.355
2024-01-22T01:55:00Z,2437.33
2024-01-22T01:56:00Z,2437.6549999999997
2024-01-22T01:57:00Z,2437.83
2024-01-22T01:58:00Z,2437.5699999999997
2024-01-22T01:59:00Z,2437.335
2024-01-22T02:00:00Z,2436.8
2024-01-22T02:01:00Z,2436.935
2024-01-22T02:02:00Z,2439.1099999999997
2024-01-22T02:03:00Z,2438.285
2024-01-22T02:04:00Z,2438.55
2024-01-22T02:05:00Z,2436.145
2024-01-22T02:06:00Z,2435.7200000000003
2024-01-22T02:07:00Z,2436.565
2024-01-22T02:08:00Z,2437.77
2024-01-22T02:09:00Z,2437.05
2024-01-22T02:10:00Z,2437.005
2024-01-22T02:11:00Z,2437.3
2024-01-22T02:12:00Z,2436.88
2024-01-22T02:13:00Z,2435.815
2024-01-22T02:14:00Z,2436.26
2024-01-22T02:15:00Z,2438.165
2024-01-22T02:16:00Z,2439.825
2024-01-22T02:17:00Z,2440.6949999999997
2024-01-22T02:18:00Z,2443.105
2024-01-22T02:19:00Z,2443.085
2024-01-22T02:21:00Z,2440.2349999999997
2024-01-22T02:23:00Z,2440.955
2024-01-22T02:24:00Z,2439.62
2024-01-22T02:25:00Z,2438.855
2024-01-22T02:26:00Z,2437.855
2024-01-22T02:27:00Z,2439.1549999999997
2024-01-22T02:28:00Z,2438.58
2024-01-22T02:29:00Z,2439.26
2024-01-22T02:30:00Z,2438.99
2024-01-22T02:31:00Z,2437.695
2024-01-22T02:32:00Z,2436.76
2024-01-22T02:33:00Z,2435.67
2024-01-22T02:34:00Z,2433.125
2024-01-22T02:35:00Z,2432.8199999999997
2024-01-22T02:36:00Z,2434.5699999999997
2024-01-22T02:37:00Z,2436.29
2024-01-22T02:38:00Z,2437.39
2024-01-22T02:39:00Z,2437.755
2024-01-22T02:40:00Z,2438.27
2024-01-22T02:41:00Z,2438.69
2024-01-22T02:42:00Z,2438.52
2024-01-22T02:43:00Z,2439.23
2024-01-22T02:44:00Z,2438.645
2024-01-22T02:45:00Z,2437.855
2024-01-22T02:46:00Z,2432.73
2024-01-22T02:47:00Z,2433.02
2024-01-22T02:48:00Z,2432.3599999999997
2024-01-22T02:49:00Z,2431.1949999999997
2024-01-22T02:50:00Z,2431.9849999999997
2024-01-22T02:51:00Z,2433.175
2024-01-22T02:52:00Z,2432.8050000000003
2024-01-22T02:53:00Z,2433.08
2024-01-22T02:54:00Z,2434.0
2024-01-22T02:55:00Z,2433.98
2024-01-22T02:56:00Z,2435.34
2024-01-22T02:57:00Z,2433.46
2024-01-22T02:58:00Z,2434.71
2024-01-22T02:59:00Z,2435.005
2024-01-22T03:00:00Z,2435.045
2024-01-22T03:01:00Z,2436.0649999999996
2024-01-22T03:02:00Z,2437.12
2024-01-22T03:03:00Z,2436.635
2024-01-22T03:04:00Z,2436.415
2024-01-22T03:05:00Z,2434.65
2024-01-22T03:06:00Z,2434.16
2024-01-22T03:07:00Z,2434.01
2024-01-22T03:08:00Z,2433.63
2024-01-22T03:09:00Z,2434.875
2024-01-22T03:10:00Z,2434.05
2024-01-22T03:11:00Z,2434.25
2024-01-22T03:12:00Z,2433.73
2024-01-22T03:13:00Z,2431.3149999999996
2024-01-22T03:14:00Z,2430.16
2024-01-22T03:15:00Z,2430.13
2024-01-22T03:16:00Z,2429.105
2024-01-22T03:17:00Z,2428.175
2024-01-22T03:18:00Z,2426.365
2024-01-22T03:19:00Z,2426.2799999999997
2024-01-22T03:20:00Z,2424.9849999999997
2024-01-22T03:21:00Z,2424.515
2024-01-22T03:22:00Z,2423.46
2024-01-22T03:23:00Z,2424.7200000000003
2024-01-22T03:24:00Z,2426.88
2024-01-22T03:25:00Z,2429.325
2024-01-22T03:26:00Z,2429.745
2024-01-22T03:27:00Z,2431.415
2024-01-22T03:28:00Z,2430.8050000000003
2024-01-22T03:29:00Z,2430.0299999999997
2024-01-22T03:30:00Z,2431.3599999999997
2024-01-22T03:31:00Z,2432.55
2024-01-22T03:32:00Z,2431.9
2024-01-22T03:33:00Z,2430.635
2024-01-22T03:34:00Z,2431.085
2024-01-22T03:35:00Z,2430.43
2024-01-22T03:36:00Z,2429.415
2024-01-22T03:37:00Z,2430.045
2024-01-22T03:38:00Z,2430.06
2024-01-22T03:39:00Z,2430.455
2024-01-22T03:40:00Z,2429.895
2024-01-22T03:41:00Z,2428.9700000000003
2024-01-22T03:42:00Z,2429.435
2024-01-22T03:44:00Z,2429.915
2024-01-22T03:45:00Z,2430.635
2024-01-22T03:46:00Z,2430.675
2024-01-22T03:47:00Z,2429.735
2024-01-22T03:48:00Z,2430.84
2024-01-22T03:49:00Z,2433.1000000000004
2024-01-22T03:50:00Z,2434.775
2024-01-22T03:51:00Z,2435.455
2024-01-22T03:52:00Z,2436.1800000000003
2024-01-22T03:53:00Z,2435.785
2024-01-22T03:54:00Z,2434.465
2024-01-22T03:55:00Z,2434.285
2024-01-22T03:56:00Z,2435.1000000000004
2024-01-22T03:57:00Z,2434.8450000000003
2024-01-22T03:58:00Z,2434.49
2024-01-22T03:59:00Z,2434.545
2024-01-22T04:00:00Z,2435.2
2024-01-22T04:01:00Z,2435.745
2024-01-22T04:02:00Z,2434.7
2024-01-22T04:03:00Z,2434.085
2024-01-22T04:04:00Z,2432.82
2024-01-22T04:05:00Z,2429.92
2024-01-22T04:06:00Z,2429.7200000000003
2024-01-22T04:07:00Z,2429.74
2024-01-22T04:08:00Z,2429.73
2024-01-22T04:09:00Z,2430.34
2024-01-22T04:10:00Z,2429.31
2024-01-22T04:11:00Z,2428.525
2024-01-22T04:12:00Z,2425.635
2024-01-22T04:13:00Z,2424.96
2024-01-22T04:14:00Z,2426.855
2024-01-22T04:15:00Z,2425.4300000000003
2024-01-22T04:16:00Z,2423.66
2024-01-22T04:17:00Z,2422.29
2024-01-22T04:18:00Z,2421.415
2024-01-22T04:19:00Z,2420.875
2024-01-22T04:20:00Z,2420.0600000000004
2024-01-22T04:21:00Z,2421.19
2024-01-22T04:22:00Z,2421.465
2024-01-22T04:23:00Z,2419.085
2024-01-22T04:24:00Z,2419.14
2024-01-22T04:25:00Z,2420.56
2024-01-22T04:26:00Z,2420.815
2024-01-22T04:27:00Z,2422.2349999999997
2024-01-22T04:28:00Z,2423.165
2024-01-22T04:29:00Z,2422.2799999999997
2024-01-22T04:30:00Z,2420.7650000000003
2024-01-22T04:31:00Z,2421.31
2024-01-22T04:32:00Z,2422.3149999999996
2024-01-22T04:33:00Z,2423.485
2024-01-22T04:34:00Z,2423.5550000000003
2024-01-22T04:35:00Z,2422.97
2024-01-22T04:36:00Z,2420.645
2024-01-22T04:37:00Z,2420.67
2024-01-22T04:38:00Z,2420.915
2024-01-22T04:39:00Z,2419.3999999999996
2024-01-22T04:40:00Z,2418.9300000000003
2024-01-22T04:41:00Z,2418.58
2024-01-22T04:42:00Z,2417.245
2024-01-22T04:43:00Z,2417.605
2024-01-22T04:44:00Z,2418.0950000000003
2024-01-22T04:45:00Z,2418.8199999999997
2024-01-22T04:46:00Z,2418.725
2024-01-22T04:47:00Z,2418.605
2024-01-22T04:48:00Z,2419.9750000000004
2024-01-22T04:49:00Z,2418.465
2024-01-22T04:50:00Z,2417.7
2024-01-22T04:51:00Z,2417.24
2024-01-22T04:52:00Z,2417.41
2024-01-22T04:53:00Z,2418.075
2024-01-22T04:54:00Z,2418.1949999999997
2024-01-22T04:55:00Z,2420.225
2024-01-22T04:56:00Z,2419.38
2024-01-22T04:57:00Z,2416.91
2024-01-22T04:58:00Z,2415.17
2024-01-22T04:59:00Z,2415.205
2024-01-22T05:00:00Z,2407.165
2024-01-22T05:01:00Z,2404.995
2024-01-22T05:02:00Z,2405.52
2024-01-22T05:03:00Z,2408.405
2024-01-22T05:04:00Z,2412.335
2024-01-22T05:05:00Z,2408.6949999999997
2024-01-22T05:06:00Z,2408.185
2024-01-22T05:07:00Z,2410.54
2024-01-22T05:08:00Z,2411.855
2024-01-22T05:09:00Z,2412.9700000000003
2024-01-22T05:10:00Z,2413.6400000000003
2024-01-22T05:11:00Z,2414.41
2024-01-22T05:12:00Z,2413.185
2024-01-22T05:13:00Z,2413.615
2024-01-22T05:14:00Z,2415.11
2024-01-22T05:15:00Z,2415.59
2024-01-22T05:16:00Z,2415.185
2024-01-22T05:17:00Z,2416.925
2024-01-22T05:18:00Z,2417.465
2024-01-22T05:19:00Z,2417.42
2024-01-22T05:20:00Z,2416.605
2024-01-22T05:21:00Z,2416.115
2024-01-22T05:22:00Z,2416.95
2024-01-22T05:23:00Z,2417.84
2024-01-22T05:24:00Z,2418.8900000000003
2024-01-22T05:25:00Z,2418.0150000000003
2024-01-22T05:26:00Z,2418.4849999999997
2024-01-22T05:27:00Z,2417.7
2024-01-22T05:28:00Z,2419.21
2024-01-22T05:29:00Z,2421.54
2024-01-22T05:30:00Z,2420.5699999999997
2024-01-22T05:31:00Z,2421.59
2024-01-22T05:32:00Z,2420.33
2024-01-22T05:33:00Z,2421.24
2024-01-22T05:34:00Z,2421.175
2024-01-22T05:35:00Z,2422.7650000000003
2024-01-22T05:36:00Z,2423.56
2024-01-22T05:37:00Z,2423.385
2024-01-22T05:38:00Z,2424.3050000000003
2024-01-22T05:39:00Z,2425.39
2024-01-22T05:40:00Z,2425.02
2024-01-22T05:41:00Z,2424.385
2024-01-22T05:42:00Z,2425.39
2024-01-22T05:43:00Z,2425.97
2024-01-22T05:44:00Z,2425.81
2024-01-22T05:45:00Z,2427.935
2024-01-22T05:46:00Z,2427.37
2024-01-22T05:47:00Z,2427.09
2024-01-22T05:48:00Z,2426.755
2024-01-22T05:50:00Z,2424.62
2024-01-22T05:51:00Z,2423.5699999999997
2024-01-22T05:52:00Z,2423.51
2024-01-22T05:53:00Z,2424.175
2024-01-22T05:54:00Z,2423.8050000000003
2024-01-22T05:55:00Z,2423.41
2024-01-22T05:56:00Z,2423.505
2024-01-22T05:57:00Z,2423.715
2024-01-22T05:59:00Z,2424.145
2024-01-22T06:00:00Z,2424.945
2024-01-22T06:01:00Z,2425.82
2024-01-22T06:02:00Z,2425.5
2024-01-22T06:03:00Z,2424.33
2024-01-22T06:04:00Z,2424.21
2024-01-22T06:05:00Z,2425.01
2024-01-22T06:06:00Z,2424.4
2024-01-22T06:08:00Z,2426.25
2024-01-22T06:09:00Z,2425.335
2024-01-22T06:10:00Z,2424.41
2024-01-22T06:11:00Z,2424.1000000000004
2024-01-22T06:12:00Z,2423.87
2024-01-22T06:13:00Z,2423.54
2024-01-22T06:15:00Z,2423.96
2024-01-22T06:16:00Z,2423.165
2024-01-22T06:18:00Z,2422.68
2024-01-22T06:19:00Z,2421.325
2024-01-22T06:20:00Z,2420.355
2024-01-22T06:21:00Z,2420.3900000000003
2024-01-22T06:22:00Z,2421.3999999999996
2024-01-22T06:23:00Z,2422.765
2024-01-22T06:24:00Z,2422.04
2024-01-22T06:25:00Z,2421.545
2024-01-22T06:26:00Z,2420.31
2024-01-22T06:27:00Z,2421.69
2024-01-22T06:28:00Z,2421.52
2024-01-22T06:29:00Z,2421.58
2024-01-22T06:30:00Z,2421.2650000000003
2024-01-22T06:31:00Z,2423.325
2024-01-22T06:32:00Z,2425.13
2024-01-22T06:33:00Z,2426.1800000000003
2024-01-22T06:34:00Z,2424.635
2024-01-22T06:35:00Z,2425.0200000000004
2024-01-22T06:36:00Z,2425.4849999999997
2024-01-22T06:37:00Z,2425.73
2024-01-22T06:38:00Z,2426.46
2024-01-22T06:39:00Z,2429.46
2024-01-22T06:40:00Z,2431.9849999999997
2024-01-22T06:41:00Z,2431.91
2024-01-22T06:42:00Z,2432.335
2024-01-22T06:43:00Z,2431.08
2024-01-22T06:44:00Z,2431.825
2024-01-22T06:45:00Z,2430.54
2024-01-22T06:46:00Z,2430.245
2024-01-22T06:47:00Z,2430.98
2024-01-22T06:48:00Z,2430.51
2024-01-22T06:49:00Z,2430.1949999999997
2024-01-22T06:50:00Z,2429.85
2024-01-22T06:51:00Z,2428.705
2024-01-22T06:52:00Z,2429.46
2024-01-22T06:53:00Z,2430.23
2024-01-22T06:54:00Z,2429.5150000000003
2024-01-22T06:55:00Z,2429.74
2024-01-22T06:56:00Z,2430.6
2024-01-22T06:57:00Z,2430.0299999999997
2024-01-22T06:58:00Z,2429.21
2024-01-22T06:59:00Z,2427.435
2024-01-22T07:00:00Z,2427.725
2024-01-22T07:01:00Z,2426.9049999999997
2024-01-22T07:02:00Z,2426.59
2024-01-22T07:03:00Z,2426.415
2024-01-22T07:04:00Z,2426.56
2024-01-22T07:05:00Z,2426.755
2024-01-22T07:06:00Z,2426.145
2024-01-22T07:07:00Z,2425.6400000000003
2024-01-22T07:08:00Z,2425.005
2024-01-22T07:10:00Z,2424.4049999999997
2024-01-22T07:11:00Z,2423.67
2024-01-22T07:12:00Z,2423.715
2024-01-22T07:13:00Z,2425.04
2024-01-22T07:14:00Z,2424.65
2024-01-22T07:15:00Z,2424.425
2024-01-22T07:16:00Z,2424.83
2024-01-22T07:17:00Z,2424.64
2024-01-22T07:18:00Z,2426.27
2024-01-22T07:19:00Z,2426.87
2024-01-22T07:20:00Z,2427.495
2024-01-22T07:21:00Z,2427.55
2024-01-22T07:22:00Z,2427.99
2024-01-22T07:23:00Z,2427.665
2024-01-22T07:24:00Z,2427.43
2024-01-22T07:25:00Z,2426.02
2024-01-22T07:26:00Z,2425.865
2024-01-22T07:27:00Z,2425.4
2024-01-22T07:28:00Z,2425.4700000000003
2024-01-22T07:29:00Z,2425.07
2024-01-22T07:30:00Z,2424.545
2024-01-22T07:31:00Z,2424.76
2024-01-22T07:32:00Z,2426.16
2024-01-22T07:33:00Z,2426.9750000000004
2024-01-22T07:34:00Z,2426.54
2024-01-22T07:35:00Z,2425.755
2024-01-22T07:36:00Z,2423.635
2024-01-22T07:37:00Z,2423.5950000000003
2024-01-22T07:38:00Z,2422.97
2024-01-22T07:39:00Z,2421.615
2024-01-22T07:40:00Z,2420.6000000000004
2024-01-22T07:41:00Z,2420.1800000000003
2024-01-22T07:42:00Z,2421.885
2024-01-22T07:43:00Z,2421.625
2024-01-22T07:44:00Z,2421.5649999999996
2024-01-22T07:45:00Z,2422.3450000000003
2024-01-22T07:46:00Z,2421.9
2024-01-22T07:47:00Z,2421.82
2024-01-22T07:48:00Z,2422.565
2024-01-22T07:49:00Z,2422.105
2024-01-22T07:50:00Z,2422.175
2024-01-22T07:51:00Z,2421.3
2024-01-22T07:52:00Z,2421.13
2024-01-22T07:53:00Z,2420.05
2024-01-22T07:54:00Z,2418.785
2024-01-22T07:55:00Z,2416.955
2024-01-22T07:56:00Z,2417.885
2024-01-22T07:57:00Z,2419.115
2024-01-22T07:58:00Z,2419.3199999999997
2024-01-22T07:59:00Z,2418.91
2024-01-22T08:00:00Z,2416.635
2024-01-22T08:01:00Z,2414.145
2024-01-22T08:02:00Z,2415.45
2024-01-22T08:03:00Z,2416.865
2024-01-22T08:04:00Z,2416.3149999999996
2024-01-22T08:05:00Z,2414.27
2024-01-22T08:06:00Z,2413.895
2024-01-22T08:07:00Z,2412.295
2024-01-22T08:08:00Z,2412.1
2024-01-22T08:09:00Z,2409.355
2024-01-22T08:10:00Z,2411.0200000000004
2024-01-22T08:11:00Z,2410.6949999999997
2024-01-22T08:12:00Z,2409.815
2024-01-22T08:13:00Z,2412.4849999999997
2024-01-22T08:14:00Z,2411.97
2024-01-22T08:15:00Z,2410.045
2024-01-22T08:16:00Z,2409.16
2024-01-22T08:17:00Z,2410.8999999999996
2024-01-22T08:18:00Z,2412.205
2024-01-22T08:19:00Z,2411.265
2024-01-22T08:20:00Z,2411.005
2024-01-22T08:21:00Z,2410.285
2024-01-22T08:22:00Z,2408.89
2024-01-22T08:23:00Z,2406.985
2024-01-22T08:24:00Z,2405.9849999999997
2024-01-22T08:25:00Z,2407.49
2024-01-22T08:26:00Z,2408.85
2024-01-22T08:27:00Z,2410.8050000000003
2024-01-22T08:28:00Z,2410.0299999999997
2024-01-22T08:29:00Z,2408.98
2024-01-22T08:30:00Z,2408.295
2024-01-22T08:31:00Z,2406.67
2024-01-22T08:32:00Z,2406.535
2024-01-22T08:33:00Z,2404.2349999999997
2024-01-22T08:34:00Z,2405.0299999999997
2024-01-22T08:35:00Z,2405.005
2024-01-22T08:36:00Z,2404.99
2024-01-22T08:37:00Z,2403.235
2024-01-22T08:38:00Z,2401.99
2024-01-22T08:39:00Z,2401.625
2024-01-22T08:40:00Z,2399.055
2024-01-22T08:41:00Z,2402.235
2024-01-22T08:42:00Z,2397.455
2024-01-22T08:43:00Z,2394.415
2024-01-22T08:44:00Z,2395.3050000000003
2024-01-22T08:45:00Z,2397.035
2024-01-22T08:46:00Z,2398.42
2024-01-22T08:47:00Z,2401.58
2024-01-22T08:48:00Z,2402.175
2024-01-22T08:49:00Z,2401.955
2024-01-22T08:50:00Z,2402.76
2024-01-22T08:51:00Z,2404.8999999999996
2024-01-22T08:52:00Z,2404.42
2024-01-22T08:53:00Z,2404.795
2024-01-22T08:54:00Z,2404.49
2024-01-22T08:55:00Z,2405.87
2024-01-22T08:56:00Z,2407.5550000000003
2024-01-22T08:57:00Z,2407.15
2024-01-22T08:58:00Z,2407.405
2024-01-22T08:59:00Z,2407.7799999999997
2024-01-22T09:00:00Z,2407.6
2024-01-22T09:01:00Z,2407.8199999999997
2024-01-22T09:02:00Z,2405.715
2024-01-22T09:03:00Z,2407.105
2024-01-22T09:04:00Z,2408.56
2024-01-22T09:05:00Z,2409.66
2024-01-22T09:06:00Z,2408.715
2024-01-22T09:07:00Z,2406.4700000000003
2024-01-22T09:08:00Z,2408.695
2024-01-22T09:09:00Z,2411.5
2024-01-22T09:10:00Z,2412.99
2024-01-22T09:11:00Z,2411.0299999999997
2024-01-22T09:12:00Z,2410.1000000000004
2024-01-22T09:13:00Z,2409.9750000000004
2024-01-22T09:14:00Z,2409.9300000000003
2024-01-22T09:15:00Z,2410.01
2024-01-22T09:16:00Z,2409.02
2024-01-22T09:17:00Z,2409.02
2024-01-22T09:18:00Z,2409.54
2024-01-22T09:19:00Z,2411.42
2024-01-22T09:20:00Z,2411.825
2024-01-22T09:21:00Z,2411.785
2024-01-22T09:22:00Z,2411.395
2024-01-22T09:23:00Z,2412.355
2024-01-22T09:24:00Z,2412.795
2024-01-22T09:25:00Z,2411.96
2024-01-22T09:26:00Z,2412.285
2024-01-22T09:27:00Z,2412.245
2024-01-22T09:28:00Z,2412.54
2024-01-22T09:29:00Z,2412.01
2024-01-22T09:30:00Z,2411.055
2024-01-22T09:31:00Z,2409.27
2024-01-22T09:32:00Z,2409.33
2024-01-22T09:33:00Z,2406.17
2024-01-22T09:34:00Z,2406.045
2024-01-22T09:35:00Z,2406.31
2024-01-22T09:36:00Z,2404.1549999999997
2024-01-22T09:37:00Z,2402.5299999999997
2024-01-22T09:38:00Z,2402.5299999999997
2024-01-22T09:39:00Z,2401.6099999999997
2024-01-22T09:40:00Z,2400.4
2024-01-22T09:41:00Z,2403.51
2024-01-22T09:42:00Z,2404.36
2024-01-22T09:43:00Z,2403.525
2024-01-22T09:44:00Z,2403.6099999999997
2024-01-22T09:45:00Z,2404.0550000000003
2024-01-22T09:46:00Z,2403.465
2024-01-22T09:47:00Z,2401.02
2024-01-22T09:48:00Z,2400.015
2024-01-22T09:49:00Z,2397.375
2024-01-22T09:50:00Z,2396.92
2024-01-22T09:51:00Z,2393.365
2024-01-22T09:52:00Z,2391.385
2024-01-22T09:53:00Z,2389.835
2024-01-22T09:54:00Z,2391.45
2024-01-22T09:55:00Z,2387.9700000000003
2024-01-22T09:56:00Z,2387.8900000000003
2024-01-22T09:57:00Z,2385.26
2024-01-22T09:58:00Z,2386.2349999999997
2024-01-22T09:59:00Z,2386.56
2024-01-22T10:00:00Z,2387.995
2024-01-22T10:01:00Z,2387.2749999999996
2024-01-22T10:02:00Z,2384.5150000000003
2024-01-22T10:03:00Z,2387.77
2024-01-22T10:04:00Z,2387.755
2024-01-22T10:05:00Z,2383.355
2024-01-22T10:06:00Z,2383.6549999999997
2024-01-22T10:07:00Z,2386.6400000000003
2024-01-22T10:08:00Z,2387.98
2024-01-22T10:09:00Z,2387.65
2024-01-22T10:10:00Z,2385.735
2024-01-22T10:11:00Z,2387.76
2024-01-22T10:12:00Z,2386.1000000000004
2024-01-22T10:13:00Z,2383.26
2024-01-22T10:14:00Z,2381.92
2024-01-22T10:15:00Z,2383.0950000000003
2024-01-22T10:16:00Z,2384.065
2024-01-22T10:17:00Z,2383.525
2024-01-22T10:18:00Z,2381.015
2024-01-22T10:19:00Z,2379.99
2024-01-22T10:20:00Z,2379.37
2024-01-22T10:21:00Z,2378.7799999999997
2024-01-22T10:22:00Z,2376.6800000000003
2024-01-22T10:23:00Z,2375.0550000000003
2024-01-22T10:24:00Z,2375.995
2024-01-22T10:25:00Z,2374.0299999999997
2024-01-22T10:26:00Z,2369.83
2024-01-22T10:27:00Z,2366.8100000000004
2024-01-22T10:28:00Z,2363.525
2024-01-22T10:29:00Z,2364.0550000000003
2024-01-22T10:30:00Z,2365.85
2024-01-22T10:31:00Z,2369.9350000000004
2024-01-22T10:32:00Z,2371.7250000000004
2024-01-22T10:33:00Z,2370.2250000000004
2024-01-22T10:34:00Z,2371.72
2024-01-22T10:35:00Z,2372.35
2024-01-22T10:36:00Z,2371.385
2024-01-22T10:37:00Z,2371.5600000000004
2024-01-22T10:38:00Z,2370.0299999999997
2024-01-22T10:39:00Z,2369.94
2024-01-22T10:40:00Z,2371.62
2024-01-22T10:41:00Z,2371.07
2024-01-22T10:42:00Z,2371.6549999999997
2024-01-22T10:43:00Z,2371.36
2024-01-22T10:44:00Z,2372.2650000000003
2024-01-22T10:45:00Z,2372.42
2024-01-22T10:46:00Z,2374.12
2024-01-22T10:47:00Z,2373.955
2024-01-22T10:48:00Z,2374.5150000000003
2024-01-22T10:49:00Z,2374.045
2024-01-22T10:50:00Z,2374.87
2024-01-22T10:51:00Z,2374.045
2024-01-22T10:52:00Z,2375.6949999999997
2024-01-22T10:53:00Z,2375.33
2024-01-22T10:54:00Z,2374.2799999999997
2024-01-22T10:55:00Z,2374.205
2024-01-22T10:56:00Z,2375.26
2024-01-22T10:57:00Z,2377.6800000000003
2024-01-22T10:58:00Z,2378.2200000000003
2024-01-22T10:59:00Z,2379.02
2024-01-22T11:00:00Z,2379.5
2024-01-22T11:01:00Z,2379.475
2024-01-22T11:02:00Z,2377.955
2024-01-22T11:03:00Z,2376.42
2024-01-22T11:04:00Z,2375.695
2024-01-22T11:05:00Z,2376.37
2024-01-22T11:06:00Z,2379.74
2024-01-22T11:07:00Z,2382.585
2024-01-22T11:08:00Z,2385.335
2024-01-22T11:09:00Z,2385.19
2024-01-22T11:10:00Z,2385.855
2024-01-22T11:11:00Z,2383.04
2024-01-22T11:12:00Z,2382.385
2024-01-22T11:13:00Z,2382.48
2024-01-22T11:14:00Z,2383.0
2024-01-22T11:15:00Z,2384.0150000000003
2024-01-22T11:16:00Z,2385.225
2024-01-22T11:17:00Z,2384.535
2024-01-22T11:18:00Z,2383.4700000000003
2024-01-22T11:19:00Z,2381.915
